,Atölye-İşlik,BTSınıfı,Bahçe,Bağlantı,BilimselEtkinlikler,DersBaşlamaveBitiş,Derslik,FenLabaratuarı,FenLaboratuarı,HazırlıkSınıfı,IsınmaŞekli,Kantin,KonferansSalonu,KontenjanBilgileri,Kütüphane,LojmanBilgisi,LojmanSayısı,Misafirhane,MüzikSınıfı,OkulunYGS/LYSBaşarıDurumu,PansiyonBilgisi,ProjeÇalışmaları,RehberÖğretmen,ResimSınıfı,Revir,ServisBilgisi,SporSalonu,SportifEtkinlikler,Taban-TavanPuanBilgileri,YABANCIDIL,Yemekhane,YurtdışıProjeFaaliyetleri,adres,isim,semt,Öğrenci,ÖğretimŞekli,Öğretmen,İlveİlçeMerkezineUzaklık,url
,0,0,1,ADSL(16Mbitveüzeri),,Sabah07.40-12.30,26,,0,1,Doğalgaz,1,1,,1,,0,0,0,,,"ISO-2009KALİTEBELGESİ,BEYAZBAYRAK,BESLENMEDOSTUOKULSERTİFİKASIVARDIR.HERSINIFINBİRYETİMKARDEŞİVAR,EĞİTİMDEİYİÖRNEKLERVEAVRUPABİRLİĞİPROJEÇALIŞMALARIYAPILMAKTADIR.",4,0,0,Okulumuzun4taneservisibulunmaktadır.,1,Okulumuzadücretsizolarakkaretevevoleybolçalışmalarıyapılmaktadır.HalkOyunlarıiseücretlidir.,,İNGİLİZCE,0,,,-ahmet kılıçarslan i̇lkokulu,ÜMRANİYE,1573,İkiliEğitim,60,İlMerkezine20km.İlçeMerkezine500metre,http://ahmetkilicarslanilkokulu.meb.k12.tr/meb_iys_dosyalar/34/21/736629/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,09:00-14:30,12,,0,0,Doğalgazyakıtlıkalorifer,0,0,,0,,0,0,0,,,,1,0,0,,0,,,İNGİLİZCE,0,,,-ahmet mithat efendi i̇lkokulu,BEYKOZ,360,NORMAL(TAMGÜN),16,İlçemerkezinde,http://ahmetmithatefendiilkokulu.meb.k12.tr/meb_iys_dosyalar/34/04/733344/okulumuz_hakkinda.html
,0,1,0,,,,22,2,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,ATİKALİ MAH. NİŞANCA CAD. NO4850 FATİH/İSTANBUL,-ahmet rasi̇m anadolu li̇sesi̇,FATİH,686,,41,,http://ahmetrasimanadolulisesi.meb.k12.tr/meb_iys_dosyalar/34/10/750893/okulumuz_hakkinda.html
,0,0,0,,,,36,0,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,0,,Dumlupınar Mah. Yumurtacı Abdi Bey Cad. No24  KADIKÖY/İSTANBUL //Okulumuz E5 yan yolda bulunan İstanbul Medeniyet Üniversitesi Rektörlük Binası arkasındadır. // Metroyla Ünalan durağında inerek 4 nolu çıkıştan okulumuza ulaşabilirsiniz.,-ahmet sani gezici mesleki ve teknik anadolu lisesi,KADIKÖY,1399,,58,,http://ahmetsanigezicikizmeslek.meb.k12.tr/meb_iys_dosyalar/34/12/887157/okulumuz_hakkinda.html
,0,1,1,,,,36,0,,0,,1,1,,1,,,0,0,,,,2,0,0,,1,,,,0,,Kocasinan Merkez Mah. Kızılelma Cad. No 4 Bahçelievler/İSTANBUL,-ahmet şişman kız anadolu i̇mam hatip lisesi,BAHÇELİEVLER,1010,Örgüneğitim-Tamgün,53,,http://ahmetsismankizaihl.meb.k12.tr/meb_iys_dosyalar/34/28/748787/okulumuz_hakkinda.html
,0,0,0,ADSL(16Mbitveüzeri),,7.20-12.30*12.30-17:40,17,,0,0,Doğalgaz,0,1,,0,YOK,0,0,,,,,,,0,,0,,,,0,,,-ahmet yavuz i̇lkokulu,ÜMRANİYE,1400,ikili,46,"İLÇEMERKEZİNE2,5KM",http://ahmetyavuzio.meb.k12.tr/meb_iys_dosyalar/34/21/736645/okulumuz_hakkinda.html
,0,1,0,,,,18,0,,0,,0,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,Kazım Karabekir Mahallesi Ordu Cd. No130  Ümraniye / İSTANBUL,-ahmet yavuz ortaokulu,ÜMRANİYE,1128,İkiliöğretimyapılmaktadır.,50,,http://ahmetyavuzoo.meb.k12.tr/meb_iys_dosyalar/34/21/736642/okulumuz_hakkinda.html
,1,1,1,,,,20,2,,0,,1,1,,1,,,0,2,,,,1,2,1,,1,,,,1,,Hasanpaşa Mah. Hat Cad. No 4  Sultanbeyli / İstanbul,-ahmet yener ortaokulu,SULTANBEYLİ,1271,İkiliöğretim,47,,http://ahmetyener.meb.k12.tr/meb_iys_dosyalar/34/31/738806/okulumuz_hakkinda.html
,0,0,0,,,,23,0,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,Ahmet Yesevi Mah. Kamber Sok. No15/1 Pendik/İstanbul     KM11 otobüsleri ile gelindiğinde Ahmet Yesevi Cami Durağında İnilecek.,-ahmet yesevi̇ kiz anadolu i̇mam hati̇p li̇sesi̇,PENDİK,347,,15,,http://ahmetyesevikizaihl.meb.k12.tr/meb_iys_dosyalar/34/16/759728/okulumuz_hakkinda.html
,2,0,0,,,,20,3,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Murat Reis Mah. Yeni Ocak Sok. No 15 Bağlarbaşı Üsküdar ,-üsküdar ahmet keleşoğlu anadolu lisesi,ÜSKÜDAR,537,Tekli,44,,http://akal.meb.k12.tr/meb_iys_dosyalar/34/22/162845/okulumuz_hakkinda.html
,0,1,0,,,,5,0,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,0,,,-akalan i̇lkokulu,ÇATALCA,63,Normal,5,,http://akalanio.meb.k12.tr/meb_iys_dosyalar/34/07/726987/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,,6,,0,0,Doğalgaz,0,1,,0,,1,0,,,,,,,0,,0,,,,1,,,-toki̇ akasya anaokulu,KÜÇÜKÇEKMECE,200,İkili,8,Merkez,http://akasyaanaokulu.meb.k12.tr/meb_iys_dosyalar/34/15/971822/okulumuz_hakkinda.html
,0,0,1,ADSL(16Mbitveüzeri),,Sabah:07.15-12.15,5,,0,0,Doğalgaz,0,0,230,0,,0,0,0,,,"DeğerlerEğitimiProjesi,BeslenmeDostuOkulProjesi,BeyazBayrakProjesi,EkoOkulProjesi,BiyoçeşitlilikProjesi,SanatTakvimiProjesi,Akatlar´daBirİstanbulProjesi,DepremBendenKüçüksünProjesi,MutlulukBankasıProjesi,GirişimcilikProjesi,GüvenliOkulProjesi,İlkokulaHazırlıkProjesi,SatrançlaBüyüyorumProjesi",1,0,0,var,0,,,,1,,,-akatlar anaokulu,BEŞİKTAŞ,212,İkili-sabahgrubu/Öğlengrubu,10,"2,4KM",http://akatlaranaokulu.meb.k12.tr/meb_iys_dosyalar/34/03/910086/okulumuz_hakkinda.html
,0,1,0,,,,13,0,,0,,0,0,,1,,,0,0,,,,0,0,0,,0,,,,0,,Akbaba Mahallesi Maraş Cad. No  58 Beykoz / İSTANBUL,-akbaba mesleki ve teknik anadolu lisesi,BEYKOZ,475,TEKLİ,25,,http://akbabatml.meb.k12.tr/meb_iys_dosyalar/34/04/750323/okulumuz_hakkinda.html
,0,1,0,,,,43,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,1,,Fatih Mahallesi Cengiz Topel Caddesi Kardelen Sokak BÜYÜKÇEKMECE /İSTANBUL,-akçansa fatih sultan mehmet ortaokulu,BÜYÜKÇEKMECE,1475,Tamgün,84,,http://akcansafsm.meb.k12.tr/meb_iys_dosyalar/34/06/732964/okulumuz_hakkinda.html
,0,0,1,ADSL(1Mbit),,07:40-12:30,29,,0,0,DOĞALGAZ,1,0,,0,,0,0,0,,,,1,0,0,,0,,,,0,,,-akçansa mehmet akif ersoy i̇lkokulu,BÜYÜKÇEKMECE,1733,İKİLİÖĞRETİM,70,İstanbulilmerkezine46km.Büyükçekmeceilçemerkezine5km.,http://akcansamehmetakifersoyilkokulu.meb.k12.tr/meb_iys_dosyalar/34/06/732853/okulumuz_hakkinda.html
,0,0,0,,,,16,0,,0,,0,0,,0,,,0,0,,,,2,0,0,,0,,,,0,,Başak Mah. Yaşar Doğu Bulvarı No.16 PK.34306 BAŞAKŞEHİR / İSTANBUL,-akif i̇nan anadolu i̇mam hatip lisesi,BAŞAKŞEHİR,592,TamGün-TamYıl,30,,http://akifinananadoluihl.meb.k12.tr/meb_iys_dosyalar/34/36/758722/okulumuz_hakkinda.html
,0,0,0,ADSL(4Mbit),,SabahçıÖğrenciler08:00-13:00,5,,0,0,Doğalgaz,0,0,,0,,0,0,,,,,,,0,,0,,,,1,,,-akın anaokulu,BAHÇELİEVLER,180,İkilieğitimyapılmaktadır.,9,İstanbulBüyükşehirBelediyeSınırlarıiçinde.,http://akinanaokulu.meb.k12.tr/meb_iys_dosyalar/34/28/966373/okulumuz_hakkinda.html
,1,1,1,,,,20,1,,0,,1,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,,-abdurrahman köksaloğlu ortaokulu,Tüm ilçeler,560,TamGünÖğretim,35,,http://akoksaloglu.meb.k12.tr/meb_iys_dosyalar/34/20/733571/okulumuz_hakkinda.html
,0,1,0,ADSL(1Mbit),,09:00-15:15,4,,1,0,KALORİFERLİKÖMÜR,0,1,,1,1TANESİKULLANIMDA,2,0,,,,,,,0,,0,,,,0,,,-akören ümit aksun ortaokulu,SİLİVRİ,61,NormalÖğretim,5,İLMERKEZİNE76KMİLÇEMERKEZİNE16KM,http://akorenumitaksunoo.meb.k12.tr/meb_iys_dosyalar/34/18/738949/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,09.00-15.00,9,,0,0,DOĞALGAZ,0,0,,1,,0,0,,,,,,,0,,0,,,,1,,,-aksaraya mahmudiye i̇lkokulu,FATİH,259,TEKLİÖĞRETİM,13,0,http://aksaraymahmudiyeilkokulu.meb.k12.tr/meb_iys_dosyalar/34/10/741978/okulumuz_hakkinda.html
,0,1,1,,,,29,2,,0,,1,1,,1,,,0,0,,,,2,0,0,,0,,,,0,,,-bağcılar akşemsettin anadolu lisesi,BAĞCILAR,975,Tekli,42,,http://aksemsettinanadolulisesi.meb.k12.tr/meb_iys_dosyalar/34/27/964196/okulumuz_hakkinda.html
,0,0,0,ADSL(8Mbit),,SAbahcıGrup=7:30Bitiş:12:30,5,,0,0,Doğalgaz,0,0,,0,,0,0,,,,,,,0,,0,,,,1,,,-akşemsettin anaokulu,ATAŞEHİR,193,İkiliveTamGün,10,İL26kmİLÇE:3km,http://aksemsettinanaokulu.meb.k12.tr/meb_iys_dosyalar/34/34/970343/okulumuz_hakkinda.html
,0,1,1,,,,17,1,,0,,1,1,,0,,,0,1,,,,1,1,0,,1,,,,0,,"Hadımköy Mah.  Cahit Sıtkı Tarancı Cad. Kiptaş 1. Etap Evleri, Hadımköy ",-akşemsetti̇n i̇mam hati̇p ortaokulu,ARNAVUTKÖY,600,NormalEğitim(TamGün),14,,http://aksemsettinimamhatiportaokulu.meb.k12.tr/meb_iys_dosyalar/34/35/758908/okulumuz_hakkinda.html
,0,1,0,,,,33,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,"İnönü Mahallesi, Erler CaddesiSokağı                    Sefaköy / Küçükçekmece",-akşemsettin i̇lkokulu,KÜÇÜKÇEKMECE,1440,TamGün,48,,http://aksemsettininonu.meb.k12.tr/meb_iys_dosyalar/34/15/728947/okulumuz_hakkinda.html
,1,1,1,,,,24,1,,0,,1,1,,1,,,0,0,,,,1,0,0,,0,,,,0,,Oruç Reis Mah. 562. Sok. No19 Esenler/İstanbul,-aksoy i̇mam hati̇p ortaokulu,Tüm ilçeler,1089,iKİLİÖĞRETİM,30,,http://aksoyimamhatiportaokulu.meb.k12.tr/meb_iys_dosyalar/34/33/758982/okulumuz_hakkinda.html
,1,1,0,,,,18,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Merkez Mah. Güngören Cad. 9. Sok. No6 Bağcılar/İSTANBUL,-akyiğit ortaokulu,BAĞCILAR,1654,İkili,56,,http://akyigitoo.meb.k12.tr/meb_iys_dosyalar/34/27/742645/okulumuz_hakkinda.html
,0,0,1,ADSL(2Mbit),,GİRİŞ:08-30,21,,0,0,OKULUMUZDOĞALGAZİLEISINMAKTADIR.,1,1,,0,,0,0,0,,,,1,0,0,,0,,,,0,,,-alaattin keykubat i̇lkokulu,KÜÇÜKÇEKMECE,727,OKULUMUZDATEKLİÖĞRETİMYAPILMAKTADIR.,28,İLMERKEZİNEUZAKLIĞI15KM,http://alaattinkeykubatio.meb.k12.tr/meb_iys_dosyalar/34/15/741004/okulumuz_hakkinda.html
,0,1,0,,,,24,0,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,,-albay niyazi esen i̇lkokulu,MALTEPE,320,NormalEğitim,18,,http://albnesenilkokulu.meb.k12.tr/meb_iys_dosyalar/34/30/384123/okulumuz_hakkinda.html
,0,1,1,,,,29,1,,0,,1,1,,1,,,0,1,,,,1,0,1,,1,,,,0,,Alemdağ Merkez Mah. Şair Mehmet Akif Ersoy Cad. NO 42 ÇEKMEKÖY / İSTANBUL,-alemdağ anadolu i̇mam hatip lisesi,Tüm ilçeler,786,Normal(TamGün)Eğitim,54,,http://alemdaganadoluihl.meb.k12.tr/meb_iys_dosyalar/34/38/752705/okulumuz_hakkinda.html
,1,1,0,,,,28,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,1,,Alemdağ Merkez Mah. İlim Cad. No 33 Çekmeköy/İSTANBUL,-alemdağ i̇lkokulu,Tüm ilçeler,965,Normal,37,,http://alemdagio.meb.k12.tr/meb_iys_dosyalar/34/38/732705/okulumuz_hakkinda.html
,3,1,0,,,,32,2,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,,-alemdağ mehmet akif ersoy ortaokulu,Tüm ilçeler,978,TAMGÜN,41,,http://alemdagmehmetakifersoyortaokulu.meb.k12.tr/meb_iys_dosyalar/34/38/732700/okulumuz_hakkinda.html
,1,1,1,,,,28,1,,0,,1,1,,1,,,0,1,,,,1,1,0,,0,,,,0,,Alemdağ Mah. İlim Cad. No33 Çekmeköy/İSTANBUL ,-alemdağ ortaokulu,Tüm ilçeler,965,TAMGÜN,37,,http://alemdagoo.meb.k12.tr/meb_iys_dosyalar/34/38/732704/okulumuz_hakkinda.html
,2,1,0,,,,17,2,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,1,,,-ali akkanat anadolu lisesi,SARIYER,450,TekliÖğretim,30,,http://aliakkanat.meb.k12.tr/meb_iys_dosyalar/34/17/972875/okulumuz_hakkinda.html
,10,1,1,,,,25,0,,0,,1,0,,1,,,0,0,,,,1,1,0,,0,,,,0,,Karadolap Mah. Erkılıç Sokak No23/A ,-alibeyköy mesleki ve teknik anadolu lisesi,EYÜP,1667,İkiliÖğretim,105,,http://alibeyeml.meb.k12.tr/meb_iys_dosyalar/34/09/160069/okulumuz_hakkinda.html
,2,2,1,,,,32,3,,0,,1,1,,1,,,0,1,,,,3,1,0,,1,,,,1,,Karadolap Mah. Vardar Bulvarı No 44 Alibeyköy /EYÜP /İSTANBUL,-alibeyköy anadolu lisesi,EYÜP,1120,Tekli,60,,http://alibeykoyanadolulisesi.meb.k12.tr/meb_iys_dosyalar/34/09/974152/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,9:00-14:15,8,,0,0,Doğalgaz,0,0,,0,,0,0,,,,,,,0,,0,,,,1,,,-şeh.üst.ali büyükdicle özel eğitim uygulama merkezi i. kademe,SARIYER,55,Tekli,16,,http://alibuyukdicle.meb.k12.tr/meb_iys_dosyalar/34/17/747101/okulumuz_hakkinda.html
,2,1,1,,,,24,1,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,Mevlana Mah. Evliya Çelebi Cad. Esenyurt / İSTANBUL,-bey-koop. ali çebi ortaokulu,ESENYURT,1280,İkili,93,,http://alicebi.meb.k12.tr/meb_iys_dosyalar/34/39/731989/okulumuz_hakkinda.html
,0,0,1,ADSL(8Mbit),,07.55-12.45,25,,1,0,DoğlagazKaloriferli,1,1,,1,,0,0,0,,,,0,0,0,,0,,,,0,,,-ali cevat özyurt i̇lkokulu,SULTANGAZİ,2029,İkili,58,SultangaziKaymakamlığı´na150m.,http://alicevatozyurt.meb.k12.tr/meb_iys_dosyalar/34/41/737830/okulumuz_hakkinda.html
,0,1,0,,,,26,1,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,,-ali cevat özyurt ortaokulu,SULTANGAZİ,2138,İkiliÖğretim,43,,http://alicevatozyurtoo.meb.k12.tr/meb_iys_dosyalar/34/41/737820/okulumuz_hakkinda.html
,1,1,1,,,,40,2,,0,,1,1,,1,,,0,1,,,,3,0,0,,1,,,,1,,Küplüce Mahallesi Nuribey Caddesi No 13 Üsküdar İstanbul,-üsküdar ali fuat başgil i̇mam hatip ortaokulu,ÜSKÜDAR,1200,Tekli,75,,http://alifuatbasgilimamhatip.meb.k12.tr/meb_iys_dosyalar/34/22/749412/okulumuz_hakkinda.html
,0,0,1,ADSL(4Mbit),,,34,,0,0,,1,1,,1,,0,0,0,,,,0,0,0,,0,,,,0,,,-ali haydar günver i̇lkokulu,BAHÇELİEVLER,2161,İkiliÖğretim,79,SoğanlıMahallesiSeraySokakNo6Bahçelievler/iSTANBULOkulumuzilçemerkezine2kmuzaklıktadır.,http://alihaydargunver.meb.k12.tr/meb_iys_dosyalar/34/28/742570/okulumuz_hakkinda.html
,0,0,0,ADSL(4Mbit),,14:10-19:00,23,,0,0,Kalorifer,0,0,,0,,0,0,0,,,,0,0,0,,0,,,,0,,,-ali kuşçu i̇lkokulu,Tüm ilçeler,600,Tekli,29,Okulumuzilçemerkezine5kmuzaklıktadır,http://alikuscuio.meb.k12.tr/meb_iys_dosyalar/34/38/743653/okulumuz_hakkinda.html
,0,0,1,,,,22,1,,0,,1,0,,1,,,0,0,,,,2,0,0,,0,,,,1,,"Küçükyalı Merkez Mah. Rüştü Sarp Cad. Yüce Sok. No 9, 34840 Maltepe /İstanbul",-ali nar i̇mam hatip ortaokulu,MALTEPE,552,TekliÖğretim,30,,http://alinariho.meb.k12.tr/meb_iys_dosyalar/34/30/749099/okulumuz_hakkinda.html
,0,0,1,,,,12,1,,0,,1,0,,1,,,0,1,,,,1,0,0,,0,,,,1,,MEVLANAKAPI MH.KALBURCU MEHMET CAMİİ SK.NO21/FATİH/ İSTANBUL,-ali nar i̇mam hatip ortaokul,FATİH,349,"TekliEğitim

Saat15",21,,http://alinarimamhatiportaokulu.meb.k12.tr/meb_iys_dosyalar/34/10/762970/okulumuz_hakkinda.html
,0,0,0,,,,39,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Esatpaşa Mah.Ziya Gökalp Cad.No9 Ataşehir/İSTANBUL,-ali nihat tarlan i̇lkokulu,Tüm ilçeler,1255,NormalÖğretim,48,,http://alinihadtarlanilkokulu.meb.k12.tr/meb_iys_dosyalar/34/34/727024/okulumuz_hakkinda.html
,0,0,1,,,,21,1,,0,,1,1,,1,,,0,1,,,,2,0,0,,1,,,,0,,Göktürk Merkez Mah.Fidan Sok No 2  34077 Göktürk/Eyüp,-ali̇ riza özderi̇ci̇ anadolu li̇sesi̇,EYÜP,715,Normal,36,,http://alirizaozdericianadolulisesi.meb.k12.tr/meb_iys_dosyalar/34/09/750891/okulumuz_hakkinda.html
,0,0,0,,,,12,0,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,0,,Silivrikapı mah. Meşeli Mescit Cad. Burhanbey Sok. No 4 Kocamustafapaşa Fatih/İSTANBUL,-ali suavi i̇lkokulu,FATİH,773,,28,,http://alisuavifatih.meb.k12.tr/meb_iys_dosyalar/34/10/354640/okulumuz_hakkinda.html
,0,0,1,,,,27,1,,0,,1,1,,1,,,0,0,,,,2,0,0,,0,,,,0,,Şirinevler Mahallesi Dereboyu Caddesi No17 Bahçelievler / İstanbul,-ali şükrü sula kız anadolu i̇mam hatip lisesi,BAHÇELİEVLER,632,TamZamanlı,45,,http://alisukrusulakizanadoluihl.meb.k12.tr/meb_iys_dosyalar/34/28/967567/okulumuz_hakkinda.html
,0,1,0,,,,5,0,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,0,,,-ali ülker mesleki eğitim merkezi,BAYRAMPAŞA,519,Tamgüntamyıl,10,,http://aliulkermem.meb.k12.tr/meb_iys_dosyalar/34/25/163290/okulumuz_hakkinda.html
,0,0,1,,,,22,0,,0,,1,1,,1,,,0,0,,,,2,0,0,,1,,,,0,,Kayabaşı Mah Fenertepe Caddesi No17 ,-toki̇ ali̇ya i̇zzetbegovi̇ç anadolu i̇mam hati̇p li̇sesi̇,BAŞAKŞEHİR,650,TekliEğitim,40,,http://aliyaizzetbegovicaihl.meb.k12.tr/meb_iys_dosyalar/34/36/761397/okulumuz_hakkinda.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-aliya i̇zzetbegoviç i̇lkokulu,GAZİOSMANPAŞA,,,,,http://aliyaizzetbegovicgop.meb.k12.tr/meb_iys_dosyalar/34/11/741836/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),YILDIZÜNV.BERABERROBOTİKÇALIŞMA,9:00-16:10,12,,1,0,Kalorifer,0,1,,0,,0,0,0,,,,1,0,0,,0,BİLİMŞENLİĞİ,,,0,,,-ali yalkın ortaokulu,BEŞİKTAŞ,222,Normal,22,Merkezde,http://aliyalkinortaokulu.meb.k12.tr/meb_iys_dosyalar/34/03/731959/okulumuz_hakkinda.html
,0,0,1,ADSL(8Mbit),,08:00-12:45Eğitim/12:45-17:00KulüpEtkinliği/12:45-17:00Eğitim,2,,0,0,Doğalgaz,0,1,60,0,,0,0,0,,,,0,0,0,,0,,,,1,,,-ali̇ yaşar yurdabak anaokulu,BAĞCILAR,24,İkili,2,MahmutbeyMeydanı,http://aliyasaryurdabakanaokulu.meb.k12.tr/meb_iys_dosyalar/34/27/760873/okulumuz_hakkinda.html
,0,0,0,ADSL(8Mbit),,SABAHÇISINIFLARİÇİNDERSBAŞLAMA:07:30-DERSBİTİM:12.30,5,,0,0,KALORİFER-DOĞALGAZ,0,0,,0,,0,0,0,,,,0,0,0,,0,,,,1,,,-abdullah-aliye can anaokulu,SİLİVRİ,211,YARIMGÜNİKİLİEĞİTİM,10,İSTANBUL-SİLİVRİ-MERKEZYENİMAHALLE,http://aliyecananaokulu.meb.k12.tr/meb_iys_dosyalar/34/18/967465/okulumuz_hakkinda.html
,0,0,0,,,,0,0,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,0,,Fevzi Çakmak Mahallesi 751. Sokak No 19/21 Küçükköy/Gaziosmanpaşa/İstanbul,-alparslan i̇mam hati̇p ortaokulu,GAZİOSMANPAŞA,128,AlparslanOrtaokuluilebirlikteikiliöğretimyapmaktadır.,0,,http://alparslaniho.meb.k12.tr/meb_iys_dosyalar/34/11/762069/okulumuz_hakkinda.html
,4,4,0,,,,13,0,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,,-alparslan mesleki ve teknik anadolu lisesi,FATİH,890,İkili,42,,http://alparslantml.meb.k12.tr/meb_iys_dosyalar/34/10/823821/okulumuz_hakkinda.html
,0,1,0,ADSL(1Mbit),,09:20-15:30,5,,1,0,Doğalgaz,0,1,,1,,0,0,,,,,,,0,,0,,,,0,,,-alp i̇lkokulu,ARNAVUTKÖY,80,Normal,5,İLMERKEZİNE30KMVEİLÇEMERKEZİNE6KMUZAKLIKTADIR.,http://alpilkokulu.meb.k12.tr/meb_iys_dosyalar/34/35/726458/okulumuz_hakkinda.html
,1,1,0,,,,9,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Çilingir Mahallesi Mineli Sokak No2   Arnavutköy / İSTANBUL,-alp ortaokulu,ARNAVUTKÖY,132,NORMAL,7,,http://alportaokulu.meb.k12.tr/meb_iys_dosyalar/34/35/726455/okulumuz_hakkinda.html
,1,0,0,ADSL(1Mbit),,08:30-14:30,24,,1,0,Doğalgaz,0,1,,1,,0,0,,,,,,,0,,0,,,,0,,,-altay çeşme i̇lkokulu,MALTEPE,605,Tekli,29,"İl´euzaklık46km,İlçeyeuzaklık2,5kmdir.",http://altaycesmeio.meb.k12.tr/meb_iys_dosyalar/34/30/740612/okulumuz_hakkinda.html
,0,0,1,,,,0,0,,0,,1,0,,1,,,0,0,,,,0,0,0,,0,,,,1,,Altıntepe Mah. Kılavuz Çayırı Cad. No 2 Maltepe / İSTANBUL,-altintepe i̇mam hati̇p ortaokulu,MALTEPE,0,Normal,0,,http://altintepeiho.meb.k12.tr/meb_iys_dosyalar/34/30/762552/okulumuz_hakkinda.html
,0,0,1,,,,24,0,,0,,1,1,,0,,,0,0,,,,1,0,0,,1,,,,1,,,-altınyıldız i̇lkokulu,BAHÇELİEVLER,812,NORMALÖĞRETİM,33,,http://altinyildizilkokulu.meb.k12.tr/meb_iys_dosyalar/34/28/742568/okulumuz_hakkinda.html
,0,1,0,,,,19,1,,0,,0,1,,1,,,1,0,,,,0,0,0,,1,,,,1,,,-adile mermerci anadolu lisesi,ZEYTİNBURNU,599,NormalÖğretim,41,,http://amal.meb.k12.tr/meb_iys_dosyalar/34/24/246671/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,09:00-14:30,58,,0,0,Kalorifer,0,1,,1,,0,0,,,,,,,0,,1,,,,1,,,-ambarlı i̇lkokulu,AVCILAR,1950,NormalÖğretim,76,MerkezOkul,http://ambarli.meb.k12.tr/meb_iys_dosyalar/34/26/382484/okulumuz_hakkinda.html
,0,1,0,,,,34,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,,-amiral vehbi ziya dümer anadolu lisesi,Tüm ilçeler,900,NORMALEĞİTİM,49,,http://amiralanadolulisesi.meb.k12.tr/meb_iys_dosyalar/34/33/964183/okulumuz_hakkinda.html
,0,0,0,,,,24,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Yenimahalle Mah. Mevlana Cad. 1536. Sok. No16/1         Bağcılar / İSTANBUL,-arif nihat asya i̇lkokulu,BAĞCILAR,1545,İkili,65,,http://ana.meb.k12.tr/meb_iys_dosyalar/34/27/726552/okulumuz_hakkinda.html
,0,1,0,,,,5,1,,0,,0,0,,1,,,0,,,,,,,0,,0,,,,0,,Anadolukavağı Mh. Demirköy Sk. Nu14 Beykoz/İSTANBUL,-anadolukavağı mesadet taylan i̇lkokulu,BEYKOZ,54,TekliEğitim,7,,http://anadolukavagimti.meb.k12.tr/meb_iys_dosyalar/34/04/733358/okulumuz_hakkinda.html
,0,1,0,,,,8,1,,0,,0,0,,1,,,0,,,,,,,0,,0,,,,0,,Anadolukavağı Mah. Mektep Sok. No14 Beykoz/İSTANBUL,-anadolukavağı mesadet taylan ortaokulu,BEYKOZ,66,TekliEğitim,6,,http://anadolukavagimto.meb.k12.tr/meb_iys_dosyalar/34/04/733356/okulumuz_hakkinda.html
,2,0,1,,,,34,3,,0,,1,1,,0,,,0,0,,,,1,0,0,,1,,,,0,,Fatih Mah.  Şalgamlı Cad.   No 174/1   Sultanbeyli / İstanbul,-anafartalar i̇mam hati̇p ortaokulu,SULTANBEYLİ,1097,Normal,47,,http://anafarta.meb.k12.tr/meb_iys_dosyalar/34/31/735385/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,08.40-14.00,39,,1,0,DoğalGaz,0,1,,1,Yok,0,0,,,,,,,0,,0,,,,1,,,-anafartalar i̇lkokulu,BAĞCILAR,1244,Normal(TamGün),42,1Km,http://anafartalario.meb.k12.tr/meb_iys_dosyalar/34/27/742668/okulumuz_hakkinda.html
