,Atölye-İşlik,BTSınıfı,Bahçe,Bağlantı,BilimselEtkinlikler,DersBaşlamaveBitiş,Derslik,FenLabaratuarı,FenLaboratuarı,HazırlıkSınıfı,IsınmaŞekli,Kantin,KonferansSalonu,KontenjanBilgileri,Kütüphane,LojmanBilgisi,LojmanSayısı,Misafirhane,MüzikSınıfı,OkulunYGS/LYSBaşarıDurumu,PansiyonBilgisi,ProjeÇalışmaları,RehberÖğretmen,ResimSınıfı,Revir,ServisBilgisi,SporSalonu,SportifEtkinlikler,Taban-TavanPuanBilgileri,YABANCIDIL,Yemekhane,YurtdışıProjeFaaliyetleri,adres,isim,semt,Öğrenci,ÖğretimŞekli,Öğretmen,İlveİlçeMerkezineUzaklık,url
,0,1,0,,,,32,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,İstiklal Mahallesi Meşrutiyet Caddesi Lüle Sokak No2 ESENYURT/İSTANBUL,-esenyurt kıraç anadolu lisesi,ESENYURT,1800,İKİLİÖĞRETİM,81,,http://kiracanadolulisesi.meb.k12.tr/meb_iys_dosyalar/34/39/971978/okulumuz_hakkinda.html
,2,1,0,,,,24,1,,0,,0,1,,1,,,0,1,,,,0,1,0,,1,,,,0,,,-kıraç ortaokulu,ESENYURT,2127,İkili,62,,http://kiracortaokulu.meb.k12.tr/meb_iys_dosyalar/34/39/743454/okulumuz_hakkinda.html
,0,0,0,,,,23,1,,0,,0,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,,-kirazlı orhan seyfi orhon ortaokulu,ÜSKÜDAR,740,TEKLİ,37,,http://kirazliosoortaokulu.meb.k12.tr/meb_iys_dosyalar/34/22/736407/okulumuz_hakkinda.html
,0,1,1,,,,21,1,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,,-kırımlı i̇smail rüştü olcay anadolu lisesi,ZEYTİNBURNU,626,TEKLİÖĞRETİM,38,,http://kiroal.meb.k12.tr/meb_iys_dosyalar/34/24/972885/okulumuz_hakkinda.html
,2,0,1,,,,15,2,,0,,1,0,,1,,,0,1,,,,2,1,1,,0,,,,0,,,-kemal atatürk anadolu lisesi,KADIKÖY,382,Normal,33,,http://kkaal.meb.k12.tr/meb_iys_dosyalar/34/12/974879/okulumuz_hakkinda.html
,0,0,0,,,,53,0,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,1,,Karadeniz Mah. Mehmet Akif Cad. No161 Gaziosmanpaşa / İSTANBUL,-kazım karabekir anadolu i̇mam hatip lisesi,GAZİOSMANPAŞA,2273,TAMGÜNEĞİTİM,102,,http://kkaihl.meb.k12.tr/meb_iys_dosyalar/34/11/363770/okulumuz_hakkinda.html
,0,0,0,,,,30,0,,0,,0,1,,1,,,0,0,,,,0,1,0,,0,,,,0,,Dumlupınar Mah. Demirciler Cad. No2 Ümraniye / İstanbul ,-kazım karabekir ortaokulu,ÜMRANİYE,1200,TekliÖğretim(NormalÖğretim),50,,http://kkarabekiro.meb.k12.tr/meb_iys_dosyalar/34/21/736568/okulumuz_hakkinda.html
,0,1,0,,,,21,3,,0,,0,1,,1,,,0,0,,,,0,0,0,,0,,,,1,,Kandilli Mh. Kandilli Cd. Liseli Sk. No1 Kandilli Üsküdar/İstanbul,-kandilli kız anadolu lisesi,ÜSKÜDAR,587,TEKLİÖĞRETİM,42,,http://kkl.meb.k12.tr/meb_iys_dosyalar/34/22/967222/okulumuz_hakkinda.html
,1,1,1,,,,15,1,,0,,1,1,,1,,,0,0,,,,0,1,0,,1,,,,1,,,-kazım karabekir ortaokulu,PENDİK,600,Tekliöğretim,37,,http://kkoo.meb.k12.tr/meb_iys_dosyalar/34/16/739850/okulumuz_hakkinda.html
,14,3,0,,,,13,1,,0,,0,0,,1,,,0,,,,,,,0,,1,,,,0,,,-küçükköy mesleki ve teknik anadolu lisesi,GAZİOSMANPAŞA,1617,İKİLİÖĞRETİM,85,,http://kkoyakml.meb.k12.tr/meb_iys_dosyalar/34/11/160606/okulumuz_hakkinda.html
,0,1,0,,,,29,3,,0,,1,1,,1,,,0,1,,,,2,1,0,,1,,,,0,,Çavuşoğlu Mah. Namık Kemal Cad. Aknur Sok. No2 KARTAL/İSTANBUL,-türk kızılayı kartal anadolu lisesi,KARTAL,897,TEKLİ,55,,http://klkartal.meb.k12.tr/meb_iys_dosyalar/34/14/972871/okulumuz_hakkinda.html
,0,0,0,,,,13,0,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,Sümbül Efendi Mah. Kocamustafapaşa Cad. No145 / Fatih /İSTANBUL,-kocamustafapaşa i̇lkokulu,FATİH,1287,,48,,http://kmpilkokulu.meb.k12.tr/meb_iys_dosyalar/34/10/741908/okulumuz_hakkinda.html
,1,1,0,,,,22,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Söğütlüçeşme Mh. Kömürcüyolu Cd. Sazlı Sk. No1 Küçükçekmece / İSTANBUL,-mimar sinan i̇lkokulu,KÜÇÜKÇEKMECE,794,İkiliÖğretim(Öğleci),28,,http://kmsi.meb.k12.tr/meb_iys_dosyalar/34/15/740876/okulumuz_hakkinda.html
,1,1,0,,,,22,1,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,Söğütlüçeşme Mh. Kömürcüyolu Cd. Sazlı Sk. No1           Küçükçekmece / İSTANBUL ,-mimar sinan ortaokulu,KÜÇÜKÇEKMECE,804,İkiliÖğretim,28,,http://kmso.meb.k12.tr/meb_iys_dosyalar/34/15/744955/okulumuz_hakkinda.html
,3,1,1,,,,22,0,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,KOCAMUSTAFAPAŞA MAH. SANCAKTAR TEKKESİ SOK. NO.28 FATİH/İSTANBUL ,-kocamustafapaşa anadolu i̇mam hati̇p li̇sesi̇,FATİH,800,TamGün,48,,http://kocamustafapasaaihl.meb.k12.tr/meb_iys_dosyalar/34/10/750277/okulumuz_hakkinda.html
,1,0,1,,,,9,0,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,1,,Kemalpaşa Mah. Okul Sk. No24 Bağcılar/İstanbul,-kocaragıppaşa i̇lkokulu,BAĞCILAR,970,İKİLİÖĞRETİM,29,,http://kocaragippasa.meb.k12.tr/meb_iys_dosyalar/34/27/307412/okulumuz_hakkinda.html
,0,0,0,,,,39,0,,0,,0,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,,-kocasinan i̇lkokulu,BAHÇELİEVLER,1879,İKİLİ,86,,http://kocasinanio.meb.k12.tr/meb_iys_dosyalar/34/28/726700/okulumuz_hakkinda.html
,3,1,1,,,,21,0,,0,,1,1,,1,,,0,0,,,,2,0,0,,0,,,,0,,Mustafa Kemal Paşa Cd. Çeşme Sk. No1 Bahçelievler/İSTANBUL,-kocasinan mesleki ve teknik anadolu lisesi,BAHÇELİEVLER,1500,İkili,76,,http://kocasinankml.meb.k12.tr/meb_iys_dosyalar/34/28/973089/okulumuz_hakkinda.html
,0,0,1,ADSL(16Mbitveüzeri),,09:00,29,,0,0,KALORİFER-DOĞALGAZ,1,1,,1,,0,0,0,,,,1,0,0,,0,,,,0,,,-kocatepe i̇lkokulu,BAYRAMPAŞA,1200,NORMAL,45,İlçemerkezine2kmmesafede,http://kocatepeilkokulu.meb.k12.tr/meb_iys_dosyalar/34/25/733442/okulumuz_hakkinda.html
,1,0,0,,,,24,2,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,Cumhuriyet Mah. Aşık Veysel Cad. Fulya sok. No. 37  Küçükçekmece/İstanbul,-kocatepe i̇lkokulu,KÜÇÜKÇEKMECE,1275,İKİLİ,60,,http://kocatepeio.meb.k12.tr/meb_iys_dosyalar/34/15/740888/okulumuz_hakkinda.html
,0,0,1,,,,26,1,,0,,1,1,,0,,,0,0,,,,0,0,0,,0,,,,0,,,-koca yusuf i̇lkokulu,BAĞCILAR,1691,İkiliÖğretim,62,,http://kocayusufio.meb.k12.tr/meb_iys_dosyalar/34/27/742607/okulumuz_hakkinda.html
,0,1,1,,,,17,1,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,Karlıbayır Mah. Bayrak Cad. No 79 ARNAVUTKÖY/İSTANBUL,-köroğlu ortaokulu,ARNAVUTKÖY,1156,İkili,46,,http://korogluortaokulu.meb.k12.tr/meb_iys_dosyalar/34/35/727250/okulumuz_hakkinda.html
,0,1,0,,,,28,0,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,,-kozyatağı şükran karabelli i̇lkokulu,KADIKÖY,700,NormalÖğretim,31,,http://kozyatagisk.meb.k12.tr/meb_iys_dosyalar/34/12/728794/okulumuz_hakkinda.html
,0,0,1,,,,22,0,,0,,1,1,,1,,,0,0,,,,1,0,0,,0,,,,0,,KARTALTEPE MAH. NAMIK KEMAL CD. NO 53/2 SEFAKÖY / KÜÇÜKÇEKMECE / İSTANBUL,-kaya sebati tuncay i̇lkokulu,KÜÇÜKÇEKMECE,570,TamGün,28,,http://kst.meb.k12.tr/meb_iys_dosyalar/34/15/740897/okulumuz_hakkinda.html
,0,0,1,,,,32,2,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,1,,İSTASYON MAHALLESİ. İSTASYON CADDESİ GÖL KONUTLARI. KÜÇÜKÇEKMECE / İSTANBUL,-küçükçekmece anadolu i̇mam hatip lisesi,KÜÇÜKÇEKMECE,957,TAMGÜN,65,,http://kucukcekmeceaihl.meb.k12.tr/meb_iys_dosyalar/34/15/973708/okulumuz_hakkinda.html
,0,0,0,,,,21,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Gültepe Mh. Bağlar Cd.Şehit Mahmut Ergül Sok. No 2 Küçükçekmece/ İSTANBUL,-gültepe i̇lkokulu,KÜÇÜKÇEKMECE,903,İkili,50,,http://kucukcekmecegultepeio.meb.k12.tr/meb_iys_dosyalar/34/15/728965/okulumuz_hakkinda.html
,17,2,0,,,,0,0,,0,,0,0,,0,,,0,0,,,,1,0,0,,0,,,,1,,Gültepe Mah. Karayolları Cad. No17 K4 Beşyol Metrobüs Durağı Yanı Küçükçekmece/İSTANBUL/TÜRKİYE   AÇIK ÖĞRETİM MERKEZİ BÜROMUZ  KARTALTEPE MAH. NAMIK KEMAL CD. NO51  KÜÇÜKÇEKMECE,-halk eğitim merkezi,KÜÇÜKÇEKMECE,0,YaygınÖğretim,0,,http://kucukcekmecehem.meb.k12.tr/meb_iys_dosyalar/34/15/348156/okulumuz_hakkinda.html
,0,1,1,,,,30,1,,0,,0,1,,1,,,0,0,,,,0,1,0,,0,,,,0,,İnönü Mahallesi Maslakçeşme Caddesi Kubilay Sokak No32 Sefaköy 34295 Küçükçekmece/İstanbul  ........ Okulumuz Sefaköy Kültür Merkezine 50m  mesafededir. 89i veya 98i otobüsleriyle İnönü Mahallesi Maslakçeşme durağında inerek okulumuza ulaşabilirsiniz.,-i̇nönü ortaokulu,KÜÇÜKÇEKMECE,1087,NormalÖğretim,40,,http://kucukcekmeceinonu.meb.k12.tr/meb_iys_dosyalar/34/15/740914/okulumuz_hakkinda.html
,0,1,0,,,,25,1,,0,,0,1,,0,,,0,0,,,,0,0,0,,0,,,,0,,Tevfikbey Mh. Dr. Ali Demir Cd. No26 Sefaköy/Küçükçekmece/İSTANBUL,-kartaltepe ortaokulu,KÜÇÜKÇEKMECE,875,Normal,36,,http://kucukcekmecekartaltepeo.meb.k12.tr/meb_iys_dosyalar/34/15/760840/okulumuz_hakkinda.html
,0,1,0,,,,30,1,,0,,0,1,,1,,,0,0,,,,2,0,0,,0,,,,0,,Fatih Mah. 27 Mayıs Cad. Meltem Sok. No13 KÜÇÜKÇEKMECE  İSTANBUL,-küçükçekmece ortaokulu,KÜÇÜKÇEKMECE,985,TamGün,50,,http://kucukcekmeceorta.meb.k12.tr/meb_iys_dosyalar/34/15/740880/okulumuz_hakkinda.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-toki̇ i̇lkokulu,KÜÇÜKÇEKMECE,,,,,http://kucukcekmecetoki.meb.k12.tr/meb_iys_dosyalar/34/15/729083/okulumuz_hakkinda.html
,0,0,1,,,,17,1,,0,,1,1,,1,,,0,0,,,,2,0,0,,0,,,,0,,Şehit Ayhan Kocaman Sokak. No5 Yenimahalle Küçükçekmece  İSTANBUL,-yenimahalle i̇lkokulu,KÜÇÜKÇEKMECE,830,ikiliÖğretim,42,,http://kucukcekmeceyenimahalleio.meb.k12.tr/meb_iys_dosyalar/34/15/740713/okulumuz_hakkinda.html
,0,0,0,ADSL(16Mbitveüzeri),,07:20-18:50,18,,0,0,Doğalgaz,0,1,,0,,0,0,,,,,,,0,,0,,,,0,,,-yunus emre i̇lkokulu,KÜÇÜKÇEKMECE,1756,İkiliÖğretim,47,"İlmerkezine25km,ilçemerkezine10km",http://kucukcekmeceyunusemre.meb.k12.tr/meb_iys_dosyalar/34/15/740699/okulumuz_hakkinda.html
,0,0,0,,,,70,2,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,1,,Kazım Karabekir Mah. İmam Hatip Bulvarı No2 Gaziosmanpaşa / İstanbul,-küçükkoy anadolu i̇mam hatip lisesi,GAZİOSMANPAŞA,2700,Tekli,120,,http://kucukkoyihl.meb.k12.tr/meb_iys_dosyalar/34/11/160631/okulumuz_hakkinda.html
,0,0,1,,,,22,0,,0,,1,1,,0,,,0,0,,,,0,0,0,,0,,,,0,,,-küçük ülkü i̇lkokulu,SANCAKTEPE,1900,İkili,62,,http://kucukulku.meb.k12.tr/meb_iys_dosyalar/34/40/739681/okulumuz_hakkinda.html
,1,0,0,ADSL(1Mbit),,09:10-14:30,25,,1,0,DoğalgazKalorifer,1,1,,1,yok,0,0,1,,,,2,1,0,,0,,,,1,,,-küçükyalı e.c.a elginkan i̇lkokulu,MALTEPE,836,tekli,30,OkulumuzMaltepeİlçesiKüçükyalısemtindebulunmaktadır.İlçemerkezineyaklaşık3kmuzaklıktadır.,http://kucukyalieca.meb.k12.tr/meb_iys_dosyalar/34/30/729146/okulumuz_hakkinda.html
,1,0,1,,,,27,0,,0,,1,1,,0,,,0,0,,,,4,0,0,,0,,,,0,,"Kuleli İlkokulu Yıldırım Beyazıt Caddesi No3/2 Yenibosna,Bahçelievler/İSTANBUL",-kuleli i̇lkokulu,BAHÇELİEVLER,1873,İKİLİ,76,,http://kuleliilkokulu.meb.k12.tr/meb_iys_dosyalar/34/28/742535/okulumuz_hakkinda.html
,3,0,0,ADSL(8Mbit),,07:00-12:4012:50-18:30,27,,0,0,Doğalgaz,0,1,,1,,0,0,,,,,,,0,,1,,,,0,,,-kuleli ortaokulu,BAHÇELİEVLER,2035,Sabah/Öğlen,102,"ilçemerkezine1,8KM,İlmerkezi18KMuzaklıkta",http://kuleliortaokulu.meb.k12.tr/meb_iys_dosyalar/34/28/742533/okulumuz_hakkinda.html
,0,1,0,ADSL(1Mbit),,Başlama:7.30,9,,0,0,Kalorifer,0,0,,0,,0,0,,,,,,,0,,0,,,,0,,,-kumburgaz i̇lkokulu,BÜYÜKÇEKMECE,564,İkili,23,Büyükçekmeceİlçesine20kmuzaklıkta,http://kumburgazilkokulu.meb.k12.tr/meb_iys_dosyalar/34/06/732880/okulumuz_hakkinda.html
,1,1,0,ADSL(8Mbit),,08:4015:50,8,,1,0,Kaloriferli,0,1,,1,,2,0,,,,,,,0,,0,,,,0,,,-kumköy ferhan bedii feyzioğlu i̇lkokulu,SARIYER,198,Normal,8,16Km,http://kumkoyfbfilkokulu.meb.k12.tr/meb_iys_dosyalar/34/17/739097/okulumuz_hakkinda.html
,1,1,0,,,,6,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Demirciköy cad. No4 Kilyos SARIYER/İSTANBUL,-kumköy ferhan bedii feyzioğlu ortaokulu,SARIYER,156,NORMAL,7,,http://kumkoyfbfortaokulu.meb.k12.tr/meb_iys_dosyalar/34/17/739095/okulumuz_hakkinda.html
,3,1,0,,,,28,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Çay çiçeği sk. Bila No Bahçelievler/İSTANBUL,-bahçelievler kumport ortaokulu,BAHÇELİEVLER,1750,İKİLİÖĞRETİM,86,,http://kumport.meb.k12.tr/meb_iys_dosyalar/34/28/731914/okulumuz_hakkinda.html
,0,0,0,,,,19,0,,0,,1,0,,0,,,0,0,,,,1,1,0,,0,,,,0,,,-küplüce cahit zarifoğlu i̇lkokulu,ÜSKÜDAR,406,TamGün,20,,http://kuplucecahitzarifogluilkokulu.meb.k12.tr/meb_iys_dosyalar/34/22/736404/okulumuz_hakkinda.html
,0,1,0,,,,85,1,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,0,,Kurtköy Mah. Lise Cad. Tufan Sok. No2 Pendik / İSTANBUL,-kurtköy anadolu i̇mam hatip lisesi,PENDİK,2175,İkiliÖğretim,161,,http://kurtkoyaihl.meb.k12.tr/meb_iys_dosyalar/34/16/750280/okulumuz_hakkinda.html
,0,2,1,,,,41,3,,0,,1,1,,1,,,0,1,,,,2,1,0,,0,,,,0,,Kurtköy Mahallesi Lise Caddesi No 2 Kurtköy Pendik İstanbul,-kurtköy anadolu lisesi,PENDİK,1127,GündüzTekliÖğretim,78,,http://kurtkoyanadolulisesi.meb.k12.tr/meb_iys_dosyalar/34/16/974885/okulumuz_hakkinda.html
,0,0,1,ADSL(8Mbit),,09.00-14.30,56,,0,0,DoğalgazKalorifer,1,1,,1,2+1,1,0,0,,,,3,0,0,,0,,,İngilizce,0,,,-kurtköy i̇lkokulu,PENDİK,1710,TamGün,75,9km,http://kurtkoyio.meb.k12.tr/meb_iys_dosyalar/34/16/739847/okulumuz_hakkinda.html
,0,3,0,,,,31,0,,0,,0,0,,1,,,0,0,,,,2,0,0,,1,,,,0,,,-kurtköy çok programlı lisesi,PENDİK,1060,NORMAL,43,,http://kurtkoytml.meb.k12.tr/meb_iys_dosyalar/34/16/823904/okulumuz_hakkinda.html
,0,2,1,,,,18,2,,0,,1,1,,1,,,0,1,,,,2,1,1,,0,,,,0,,Feriköy Mah. Bozkurt Cad. No128 Şişli/İSTANBUL,-kurtuluş anadolu lisesi,ŞİŞLİ,652,NormalÖğretim,34,,http://kurtuluslisesi.meb.k12.tr/meb_iys_dosyalar/34/20/162306/okulumuz_hakkinda.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-küçükçekmece kuyumculuk teknolojisi mesleki ve teknik anadolu lisesi,KÜÇÜKÇEKMECE,,,,,http://kuyumculuklisesi.meb.k12.tr/meb_iys_dosyalar/34/15/973903/okulumuz_hakkinda.html
,0,1,1,,,,7,0,,0,,0,0,,1,,,0,0,,,,0,0,0,,0,,,,0,,Kuzguncuk Mah.Babanakkaş Sk.No6 Üsküdar / İSTANBUL,-kuzguncuk i̇lkokulu,ÜSKÜDAR,147,TamGün.,10,,http://kuzguncukilk.meb.k12.tr/meb_iys_dosyalar/34/22/736365/okulumuz_hakkinda.html
,0,1,0,,,,12,2,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,BEBEK ARNAVUTKÖY CADDESİ NO 1 BEŞİKTAŞ/ İSTANBUL,-arnavutköy korkmaz yiğit anadolu lisesi,BEŞİKTAŞ,395,Normal,21,,http://kyalisesi.meb.k12.tr/meb_iys_dosyalar/34/03/964190/okulumuz_hakkinda.html
,0,0,0,,,,25,0,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,1,,,-leman kaya i̇lkokulu,KADIKÖY,363,TEKLİ,17,,http://lemankaya.meb.k12.tr/meb_iys_dosyalar/34/12/741562/okulumuz_hakkinda.html
,23,1,0,ADSL(1Mbit),,07:20-12:20SabahGrubu,25,,0,0,Doğalgaz,1,0,,1,,0,0,0,,,,0,0,0,OkulServisimevcuttur,0,,,İngilizce,0,,,-kıraç limak türker i̇lkokulu,ESENYURT,1555,İkiliÖğretim,61,İlçeMerkezine3Km,http://limakturkerio.meb.k12.tr/meb_iys_dosyalar/34/39/742359/okulumuz_hakkinda.html
,0,0,1,,,,20,0,,0,,1,1,,1,,,0,0,,,,2,0,0,,1,,,,0,,Küplüce Mah. Hattat Hasan Çelebi Cad. No55 Üsküdar İSTANBUL,-lions i̇lkokulu,ÜSKÜDAR,603,Tekli(tamgün),29,,http://lionsilkokulu.meb.k12.tr/meb_iys_dosyalar/34/22/736275/okulumuz_hakkinda.html
,3,0,0,,,,10,0,,0,,0,0,,1,,,0,,,,,,,0,,0,,,,0,,Ahmet Adnan Saygun Caddesi No16 AkMerkez Karşısı Ulus/Beşiktaş/İSTANBUL,-levent mesleki ve teknik anadolu lisesi,BEŞİKTAŞ,395,TekliÖğretim,22,,http://lkml.meb.k12.tr/meb_iys_dosyalar/34/03/158863/okulumuz_hakkinda.html
,0,0,1,ADSL(1Mbit),,09.00-14.20,16,,0,0,Doğalgaz,1,1,,1,,0,0,0,,,,0,0,0,,1,,,,1,,,-lütfi banat i̇lkokulu,BEŞİKTAŞ,505,Normal,20,4Km,http://lutfibanatilkokulu.meb.k12.tr/meb_iys_dosyalar/34/03/733378/okulumuz_hakkinda.html
,2,0,0,,,,10,1,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,1,,Sümbül Sokak No14 1.Levent Beşiktaş İstanbul,-lütfi banat ortaokulu,BEŞİKTAŞ,712,İkili,38,,http://lutfibanatortaokulu.meb.k12.tr/meb_iys_dosyalar/34/03/733377/okulumuz_hakkinda.html
,0,2,1,,,,40,3,,0,,0,1,,1,,,0,1,,,,0,1,0,,0,,,,0,,Ertuğrul Gazi Mahallesi Ertuğrul Gazi Cad. No95 34909 Pendik İstanbul,-lütfi̇ doğan kiz anadolu i̇mam hati̇p li̇sesi̇,PENDİK,480,TEKLİ,32,,http://lutfidogan.meb.k12.tr/meb_iys_dosyalar/34/16/761176/okulumuz_hakkinda.html
,0,1,1,,,,13,0,,1,,1,1,,0,,,0,0,,,,1,0,0,,0,,,,0,,Beylerbeyi M. Koruluk S. No33 Üsküdar / İSTANBUL,-lütfi ercin ortaokulu,ÜSKÜDAR,384,Tekliöğretim,25,,http://lutfiercin.meb.k12.tr/meb_iys_dosyalar/34/22/736240/okulumuz_hakkinda.html
,1,2,0,,,,10,0,,0,,1,1,,0,,,0,0,,,,1,0,0,,0,,,,0,,Caferağa Mh. Moda Caddesi  No35 Kadıköy/İSTANBUL,-muhsin adil binal mesleki ve teknik anadolu lisesi,KADIKÖY,326,Tekli,22,,http://mab.meb.k12.tr/meb_iys_dosyalar/34/12/967383/okulumuz_hakkinda.html
,24,4,1,,,,27,0,,0,,1,1,,1,,,0,1,,,,3,0,1,,0,,,,1,,Harbiye Mahallesi Maçka Caddesi No10  Şişli / İSTANBUL,-maçka mesleki ve teknik anadolu lisesi,Tüm ilçeler,1416,Tekli,108,,http://macka.meb.k12.tr/meb_iys_dosyalar/34/20/162380/okulumuz_hakkinda.html
,1,0,1,,,,18,1,,0,,1,0,,1,,,0,0,,,,0,0,0,,0,,,,0,,Harbiye Mahallesi Maçka Caddesi No6 Teşvikiye/ŞİŞLİ/İSTANBUL,-maçka pakmaya hüsamettin ziler ortaokulu,ŞİŞLİ,621,TAMGÜN,31,,http://mackaortaokulu.meb.k12.tr/meb_iys_dosyalar/34/20/315992/okulumuz_hakkinda.html
,0,5,0,,,,30,0,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,,-madenler mesleki ve teknik anadolu lisesi,ÜMRANİYE,1050,"Tekli,eğitimuygulanmaktadır.OkulumuzdaBİLİŞİMTEKNOLOJİLERİ-MUHASEBEveFİNANSMAN,PAZARLAMAvePERAKENDEALANLARIvardır.",53,,http://madenlertml.meb.k12.tr/meb_iys_dosyalar/34/21/749366/okulumuz_hakkinda.html
,0,1,1,,,,27,1,,0,,1,1,,1,,,0,0,,,,1,0,0,,1,,,,0,, Ferhatpaşa Mah. Kadri Duymaz Sok. No 2,-mehmet akif ersoy ortaokulu,ÇATALCA,676,Tamgün,35,,http://maersoyortaokulu.meb.k12.tr/meb_iys_dosyalar/34/07/732787/okulumuz_hakkinda.html
,12,0,0,,,,24,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Ziya Gökalp Mah. Ayazma Caddesi No5 Keresteciler Sitesi Yanı İkitelli/BAŞAKŞEHİR,-miktat ağaoğlu mesleki ve teknik anadolu lisesi,BAŞAKŞEHİR,940,normaleğitim,55,,http://magaoglukml.meb.k12.tr/meb_iys_dosyalar/34/36/748887/okulumuz_hakkinda.html
,0,1,0,,,,14,0,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,0,,İncirtepe Mahallesi 233.Sokak No.25 Esenyurt/İSTANBUL,-mahir gürlek i̇lkokulu,ESENYURT,1243,İkiliÖğretim,35,,http://mahirgurlekilkokulu.meb.k12.tr/meb_iys_dosyalar/34/39/742351/okulumuz_hakkinda.html
,0,0,1,,,,23,0,,0,,1,1,,1,,,0,0,,,,2,0,0,,1,,,,0,,Şeyhli Mh. İlkışık Sk. No5   Posta Kodu34906    Pendik / İSTANBUL,-mahir i̇z i̇lkokulu,PENDİK,1450,NORMALÖĞRETİM,64,,http://mahiriz.meb.k12.tr/meb_iys_dosyalar/34/16/739841/okulumuz_hakkinda.html
,0,0,0,,,,23,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Şeyhli Mh. İlkışık Sk. No5 Posta Kodu34906 Pendik / İSTANBUL,-mahir i̇z ortaokulu,PENDİK,1450,ikili,64,,http://mahirizortaokulu.meb.k12.tr/meb_iys_dosyalar/34/16/739843/okulumuz_hakkinda.html
,0,0,1,,,,30,0,,0,,1,1,,1,,,0,1,,,,0,0,0,,0,,,,0,,Mahmutbey Mah.Soğuksu Cad. No 1 Bağcılar / İSTANBUL,-mahmutbey i̇lkokulu,BAĞCILAR,824,TamGün,32,,http://mahmutbeyilkokulu.meb.k12.tr/meb_iys_dosyalar/34/27/742602/okulumuz_hakkinda.html
,0,3,1,,,,27,0,,0,,1,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,GÖZTEPE MAHALLESİ ORHAN GAZİ CAD..NO29 BAĞCILAR/İSTANBUL,-mahmutbey mesleki ve teknik anadolu lisesi,BAĞCILAR,858,TAMGÜN,35,,http://mahmutbeymtal.meb.k12.tr/meb_iys_dosyalar/34/27/320597/okulumuz_hakkinda.html
,0,0,0,,,,10,0,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,0,,Dikilitaş Mah.Setüstü Sok.No1/1 Beşiktaş/İSTANBUL,-mahmut erseven i̇lkokulu,BEŞİKTAŞ,236,Normal,12,,http://mahmuterseven.meb.k12.tr/meb_iys_dosyalar/34/03/749138/okulumuz_hakkinda.html
,0,1,0,,,,29,1,,0,,0,1,,0,,,0,0,,,,2,0,0,,1,,,,1,,,-mahmut kemal i̇nal ortaokulu,KARTAL,1100,2013-2014EğitimÖğretimyılındanitibarenokulumuzdatekliöğretimyapılmaktadır.,40,,http://mahmutkemalinal.meb.k12.tr/meb_iys_dosyalar/34/14/741118/okulumuz_hakkinda.html
,0,0,1,,,,33,1,,0,,1,1,,1,,,0,1,,,,1,0,0,,0,,,,0,,Cebeci Mh. Selçuklu Cd. No31 Tramvay Son Durak Mescidi Selam Durağı Karşısı Sultangazi / İstanbul,-mehmet akif ersoy anadolu i̇mam hatip lisesi,SULTANGAZİ,850,TEKLİÖĞRETİM,51,,http://makifersoyaihl.meb.k12.tr/meb_iys_dosyalar/34/41/974777/okulumuz_hakkinda.html
,0,0,1,,,,43,3,,0,,1,1,,1,,,0,0,,,,2,0,1,,0,,,,1,,,-kartal mehmet akif ersoy anadolu i̇mam hatip lisesi,KARTAL,1061,Tekli,82,,http://makifersoyihl.meb.k12.tr/meb_iys_dosyalar/34/14/363782/okulumuz_hakkinda.html
